brand_model,price,year,mileage,fuel_type,transmission,emission_standard,body_type,region,brand,model
Mercedes-benz CLK 220 CDI cat Avantgarde,5500,200601.0,188020,1,1,4,,2.0,,
VOLKSWAGEN Polo 5 serie Polo 1.0 MPI 5p. Comfo...,8500,201701.0,77800,2,0,6,0.0,2.0,volkswagen,polo
Mercedes-benz A 200 A 200 d Automatic Premium,25999,202010.0,121680,1,1,6,2.0,2.0,,
Mercedes-benz C 220 C 220 d 4Matic Auto Premium,23500,201809.0,113300,1,1,6,2.0,2.0,,
Fiat Tipo 1.6 Mjt S&S SW Lounge,8500,201802.0,195000,1,0,6,5.0,2.0,fiat,tipo
Volkswagen Golf 2.0 TDI GTD DSG,39000,202405.0,20100,1,1,6,2.0,2.0,volkswagen,golf
Audi A3 SPB 30 TDI S tronic Sport,15999,201903.0,169900,1,1,6,2.0,2.0,audi,a3
Maserati Ghibli L4 330 CV MHEV Gransport,42500,202011.0,78000,3,1,6,2.0,2.0,maserati,ghibli
Mercedes-benz GLC 250 GLC 250 d 4Matic Coupé Premi,35999,201804.0,113800,1,1,6,3.0,2.0,,
FIAT 500X 1.3 MultiJet 95 CV Connect,17000,202201.0,67000,1,0,6,3.0,2.0,fiat,500x
Toyota Aygo 1.0 VVT-i 72 CV 5 porte x-play,12500,201902.0,33247,2,0,6,2.0,2.0,toyota,aygo
Volkswagen Golf GTI Golf 2.0 TSI GTI DSG,44900,202407.0,11000,2,1,6,2.0,2.0,volkswagen,golf
LYNK & CO 01 1.5 td phev Hybrid Plug-in,18900,202205.0,100000,3,2,6,3.0,2.0,,
Mercedes-benz G 63 AMG S.W.,154999,202109.0,51500,2,1,6,3.0,2.0,,
MERCEDES Classe E 250 CDI Coup BlueEFFICIENCY...,8300,201101.0,250000,1,1,5,2.0,2.0,,
Peugeot 508 2.0 HDi 163CV Allure,5999,201205.0,194500,1,0,5,2.0,2.0,peugeot,508
Audi Q5 40 TDI 204 CV quattro S tronic S line plus,45900,202206.0,48200,3,1,6,3.0,2.0,audi,q5
Citroen C3 BlueHDi 100 S&S Shine,14500,202208.0,46303,1,0,6,2.0,2.0,citroen,c3
F35 buone condizioni,17000,202102.0,65000,2,1,6,3.0,2.0,,
Toyota Proace City Verso 1.5D 100 CV S&S Shor...,20900,202402.0,25075,1,0,6,1.0,2.0,,
Opel Astra 1.6 Diesel 136 cv,9500,201708.0,96500,1,0,5,2.0,2.0,opel,astra
Fiat 500X 1.3 MultiJet 95 CV Cross Plus,10999,201702.0,18000,1,0,6,5.0,2.0,fiat,500x
Citroen C3 1.6 e-HDi 90 airdream Exclusive,5900,201404.0,159400,1,0,5,2.0,2.0,citroen,c3
Renault Clio Blue dCi 100 CV 5 porte Evolution,19500,202505.0,100,1,0,6,2.0,2.0,renault,clio
Mini Cooper D Countryman Mini 2.0 Cooper SD Countr,19500,201901.0,111091,1,1,6,5.0,2.0,mini,cooper
Audi Q3 RS Q3 SPB quattro S tronic,71000,202404.0,4800,2,1,6,5.0,2.0,audi,q3
Peugeot 3008 1.6 HDi 112CV Tecno,4900,201108.0,194000,1,0,5,5.0,2.0,peugeot,3008
Fiat Panda 1100 i.e. cat Young - 2002,1900,200201.0,142000,2,0,3,2.0,2.0,fiat,panda
Peugeot 2008 BlueHDi 130 S&S EAT8 GT,25500,202208.0,19000,1,1,6,5.0,2.0,peugeot,2008
Noleggio solo per eventi Maserati Ghibli,600,202104.0,70000,3,1,6,2.0,2.0,maserati,ghibli
Toyota C-HR 1.8 Hybrid E-CVT Trend,23900,202203.0,44616,3,1,6,3.0,2.0,toyota,c-hr
Fiat Panda 1.3 MJT 95 CV S&S Easy - 2015,8900,201512.0,125000,1,0,6,2.0,2.0,fiat,panda
MINI Countryman Mini Cooper D Countryman Automat,10500,201410.0,110000,1,1,6,3.0,2.0,mini,countryman
Volkswagen T-Roc 2.0 TDI SCR 150 CV DSG Style Blue,25500,202203.0,122000,1,1,6,3.0,2.0,volkswagen,t-roc
Toyota Aygo Connect 1.0 VVT-i 72 CV 5 porte x-play,12490,202104.0,54000,2,0,6,2.0,2.0,toyota,aygo
500 x 2021 1300 95 cv neo patentato,16500,202107.0,70000,1,0,6,2.0,2.0,,
AUDI A3 SPORTBACK 1.6 TDI BUSINESS (FINANZIABILE),12990,201606.0,133859,1,0,6,5.0,2.0,audi,a3
Fiat Panda 1.3 MJT Van (Finanziabile),3290,200610.0,191159,1,0,4,2.0,2.0,fiat,panda
Mini Cooper one D,3500,200401.0,220000,1,0,4,,2.0,mini,cooper
Fiat punto 1.3 Multijet 69 cv,3900,200911.0,212000,1,0,4,0.0,2.0,fiat,punto
ALFA ROMEO Giulia (2016) - 2018,14499,201806.0,173000,1,1,6,2.0,2.0,alfa,romeo giulia
Fiat Panda Cross 1.0 FireFly S&S Hybrid,14500,202404.0,11000,3,0,6,6.0,2.0,fiat,panda cross
Jeep Renegade 1.6,12000,201501.0,125000,1,0,5,3.0,2.0,jeep,renegade
Renault Clio 1.5 dCi 8V 75CV 5 porte Live,7500,201504.0,153000,1,0,5,2.0,2.0,renault,clio
Fiat 500X 1.6 MJT 120CV 120° (Finanziabile),16990,201905.0,35000,1,0,6,3.0,2.0,fiat,500x
NISSAN JUKE 1.5 DCI ACENTA (FINANZIABILE),8990,201112.0,138932,1,0,5,5.0,2.0,nissan,juke
FIAT PANDA 0.9 TWIN-AIR CROSS 4X4 (FINANZIABILE),15490,202003.0,42600,2,0,6,2.0,2.0,fiat,panda
Mini Mini 1.6 16V Cooper S,4999,200512.0,220000,2,0,4,2.0,2.0,,
Volkswagen Golf 1.6 TDI 115 CV 5p. Executive BlueM,17900,201705.0,115000,1,0,6,2.0,2.0,volkswagen,golf
Volkswagen Golf 1.6 TDI 115 CV DSG 5p. Sport BlueM,16500,201906.0,140000,1,1,6,2.0,2.0,volkswagen,golf
Land Rover Freelander 2.2 TD4 S.W. HSE,9900,200803.0,125000,1,1,4,5.0,2.0,land,rover freelander
Dacia Duster 1.5 Blue dCi 8V 115 CV 4x2 Comfort,12990,201911.0,121000,1,0,6,5.0,2.0,,
Citroen C3 PureTech 82 Exclusive,7900,201602.0,132000,2,0,6,2.0,2.0,citroen,c3
Kia Sportage 2.0 CRDI 185 CV AWD GT Line,16900,201707.0,101000,1,0,6,5.0,2.0,kia,sportage
Citroen C1 VTi 72 S&S 5 porte Shine,11990,202103.0,29000,2,0,6,2.0,2.0,citroen,c1
Nissan X-Trail 2.2 dCi 115cv,6490,200412.0,148000,1,0,3,5.0,2.0,nissan,x-trail
Peugeot Expert Tepee 2.0 HDi 163CV FAP PL Allure 9,14900,201403.0,230000,1,0,5,1.0,2.0,peugeot,expert
Suzuki Jimny 1.3i 16V cat 4WD JLX,8900,200104.0,189000,2,0,3,5.0,2.0,suzuki,jimny
Dacia Duster 1.5 Blue dCi 8V 115 CV 4x2 Prestige,17490,202111.0,37000,1,0,6,5.0,2.0,,
Renault Captur Mild Hybrid 140 CV Intens,19990,202103.0,57000,3,1,6,5.0,2.0,renault,captur
Jeep Avenger 1.2 Turbo 100 CV Summit,24400,202307.0,24000,2,0,6,5.0,2.0,,
Kia Sportage 1.7 CRDI 141 CV DCT7 2WD Cool,17490,201705.0,125000,1,1,6,5.0,2.0,kia,sportage
Lancia Ypsilon 1.2 69 CV 5 porte Gold,10500,201708.0,89000,2,0,6,2.0,2.0,lancia,ypsilon
Touran 1.6,6000,201207.0,280000,1,1,5,1.0,2.0,,
Peugeot 2008 BlueHDi 120 S&S Allure,11900,201705.0,115000,1,0,6,5.0,2.0,peugeot,2008
Peugeot 108 VTi 72 S&S 5 porte Allure,11990,202011.0,31000,2,0,6,2.0,2.0,peugeot,108
Jeep Renegade 1.6 Mjt 120 CV Limited,18900,202007.0,78000,1,0,6,5.0,2.0,jeep,renegade
Fiat Panda 1.2 Lounge,11490,202004.0,40000,2,0,6,2.0,2.0,fiat,panda
Mercedes-Benz GLB 220 d 4MATIC - Anno 2021 - Perfe,48000,202106.0,31907,1,1,6,3.0,2.0,,
Mercedes-Benz Classe E Cpé E 220 d 4Matic Premium,37900,201908.0,79864,1,1,6,,2.0,,
Renault New Clio 1.5 Blue dCi 85 CV Business In Ga,11400,202101.0,45189,1,0,6,2.0,2.0,,
Ford EcoSport 1.0 EcoBoost 125 CV Start&Stop ST-Li,16900,202202.0,47000,2,0,6,5.0,2.0,ford,ecosport
Fiat 500 1.0 Hybrid,12990,202301.0,15000,3,0,6,2.0,2.0,fiat,500
Fiat Panda 1.0 FireFly S&S Hybrid,7900,202105.0,104000,3,0,6,2.0,2.0,fiat,panda
Fiat Qubo 1.3 MJT 95 CV Trekking,10900,201505.0,130000,1,0,6,1.0,2.0,fiat,qubo
Dacia Duster 1.5 dCi 110CV Start&Stop 4x2 Lauréate,7500,201607.0,330000,1,0,6,3.0,2.0,,
Dacia Duster 1.5 Blue dCi 8V 115 CV 4x4 Comfort,17900,201907.0,69000,1,0,6,5.0,2.0,,
Ford C-Max 1.5 TDCi 120CV Start&Stop Titanium,14490,201806.0,89000,1,0,6,1.0,2.0,ford,c-max
Suzuki Ignis 1.2 Hybrid 4WD All Grip Top,20900,202501.0,4900,3,0,6,5.0,2.0,suzuki,ignis
Volkswagen T-Roc 1.0 TSI 115 CV Style BlueMotion T,19900,202009.0,60000,2,0,6,5.0,2.0,volkswagen,t-roc
Hyundai Tucson 1.7 CRDi DCT Sound Edition,17990,201707.0,74000,1,2,6,5.0,2.0,hyundai,tucson
Porsche Cayenne 3.0 Diesel strafull,29000,201109.0,134000,1,1,5,3.0,2.0,porsche,cayenne
Maserati Ghibli V6 S Q4,29990,201502.0,100000,2,1,5,2.0,2.0,maserati,ghibli
Hummer H3 3.5 Platinum,29000,200512.0,100000,2,1,4,3.0,2.0,hummer,h3
Mercedes-benz CLK 220 CDI cat Avantgarde,7500,200703.0,235000,1,1,4,,2.0,,
Mini Mini 1.6 16V Cooper,4500,200212.0,199000,2,0,4,2.0,2.0,,
Bmw x4,43000,201911.0,150000,1,1,6,3.0,2.0,bmw,x4
Peugeot 208 1.4 e-HDi 68 CV S&S robotizzato 5 port,7800,201407.0,187000,1,2,5,2.0,2.0,peugeot,208
Mercedes-benz C 220 d Premium PLUS,19900,201901.0,238000,1,1,6,2.0,2.0,,
Fiat Bravo 1.9 Multijet 150 CV,2200,200801.0,201000,1,0,4,2.0,2.0,fiat,bravo
Volkswagen T-Roc 150 cv BlueMotion Technology,16999,201806.0,149000,1,0,6,3.0,2.0,volkswagen,t-roc
Peugeot 207 Plus GPL 1.4 8V 75 CV 5 PORTE,4400,201310.0,189000,4,0,5,2.0,2.0,peugeot,207
Volkswagen Taigo 1.0 TSI 110 CV R-Line NEOPATENTAT,23900,202212.0,22000,2,0,6,3.0,2.0,volkswagen,taigo
Hyundai Tucson 1.6 CRDi Exellence 116cv,15500,201905.0,60000,1,0,6,3.0,2.0,hyundai,tucson
Ford Fiesta 1.5 TDCi 75CV 5 porte Business,7900,201701.0,147000,1,0,6,2.0,2.0,ford,fiesta
Volkswagen T-Roc 150 CV Advanced BlueMotion Techno,16999,201806.0,149000,1,0,6,3.0,2.0,volkswagen,t-roc
Alfa Romeo Stelvio 2.2 210 CV Q4 TETTO SOSP. FULL!,26900,201812.0,117000,1,1,6,3.0,2.0,alfa,romeo stelvio
Suzuki Splash 1.0 OK NEO PATENTATI,4950,201205.0,149000,2,0,5,1.0,2.0,suzuki,splash
Renault ZOE Life Q90,9900,201808.0,78000,0,1,7,2.0,2.0,renault,zoe
Bmw 116 116d 5p. Msport,16500,201905.0,194286,1,1,6,2.0,2.0,,
Opel Astra 1.4 GPL turbo 140 CV Tagliandata Opel,4990,201401.0,229000,4,0,5,2.0,2.0,opel,astra
Renault Clio dCi 8V 90 CV 5 porte Moschino Life,12500,201905.0,75000,1,0,6,2.0,2.0,renault,clio
TOYOTA RAV4 4ª serie - 2014,8500,201409.0,150000,1,0,5,3.0,2.0,toyota,rav4
Citroen C3 Aircross C3 Aircross BlueHDi 120 S&S EA,13500,202101.0,137284,1,1,6,2.0,2.0,citroen,c3 aircross
Chevrolet captiva,2000,201008.0,300,1,0,4,3.0,2.0,chevrolet,captiva
Passt b6 anno 2008,3200,200805.0,100000,1,0,5,2.0,2.0,,
Audi A4 Avant 2.0 TDI 143CV F.AP. Advanced,7900,201012.0,245000,1,0,5,5.0,2.0,audi,a4
Panda cross 4x4,12000,201512.0,100000,1,0,5,2.0,2.0,,
Lancia Ypsilon 1.3 MJT 90 CV Oro,4500,200907.0,190000,1,1,4,2.0,2.0,lancia,ypsilon
Opel Adam 1.4 87 CV GPL Tech Slam,7900,201501.0,160000,4,0,6,2.0,2.0,opel,adam
Jeep Renegade 1.6 Mjt 120 CV Business Aziendale,18900,202011.0,46000,1,0,6,3.0,2.0,jeep,renegade
Citroen C3 Aircross C3 Aircross PureTech 110 S&S S,15500,202009.0,60000,2,1,6,2.0,2.0,citroen,c3 aircross
Jaguar F-Pace 2.0 D 180 CV AWD aut. Prestige,21299,201902.0,99000,1,1,6,3.0,2.0,jaguar,f-pace
Fiat Punto 1.3 MJT II 75 CV 5 porte OK neopatentat,5300,201504.0,189000,1,0,5,2.0,2.0,fiat,punto
Nissan Micra GPL 12 5 porte OK NEO PATENTATI,5700,201605.0,139000,4,0,6,6.0,2.0,nissan,micra
Ford C-Max 2.0 TDCi 115CV Cambio autom FULL,5500,201207.0,199000,1,1,5,1.0,2.0,ford,c-max
Mitsubishi ASX 1.8 DI-D 116 CV 2WD Perfetta di Tut,8499,201505.0,149000,1,0,5,5.0,2.0,mitsubishi,asx
Mitsubishi Outlander 2.2 DI-D 4WD 4x4 7 POSTI,12800,201806.0,199000,1,1,6,3.0,2.0,mitsubishi,outlander
Fiat 500X 1.0 T3 120 CV Urban,16400,202105.0,58000,2,0,6,6.0,2.0,fiat,500x
Lancia Ypsilon 1.3 MJT 16V 95 CV 5 P OK neopatenta,6100,201407.0,169000,1,0,5,6.0,2.0,lancia,ypsilon
Lancia Ypsilon 1.3 MJT 16V 95 CV 5 OK neopatentati,7100,201504.0,119000,1,0,5,2.0,2.0,lancia,ypsilon
Kia Rio 1.1 CRDi 5 P OK neopatentati,7990,201706.0,109000,1,0,6,2.0,2.0,kia,rio
Mini Cooper 1.5 D 116 cv Business Ok Neopatentati,8350,201511.0,189000,1,0,6,2.0,2.0,mini,cooper
Mitsubishi Outlander 2.2 DI-D 4WD 7 POSTI,12900,201806.0,199000,1,1,6,3.0,2.0,mitsubishi,outlander
Jaguar F-Pace 2.0 D 180 CV AWD aut. Prestige,17421,201902.0,99000,1,1,6,3.0,2.0,jaguar,f-pace
Mini Cooper 1.5 D 116 cv Business Ok Neopatentati,8350,201511.0,189000,1,0,6,2.0,2.0,mini,cooper
Volkswagen T-Roc 2.0 TDI SCR 150 CV DSG 4MOTION St,22900,201905.0,63000,1,1,6,3.0,2.0,volkswagen,t-roc
Mercedes Benz Classe A 200d W177,32000,202107.0,32000,1,1,6,0.0,2.0,,
Jeep Avenger 1.2 Turbo 100 CV Altitude,22900,202405.0,34000,2,0,6,2.0,2.0,,
Peugeot 2008 PureTech 130 S&S EAT8 Allure,16490,202007.0,69224,2,0,6,5.0,2.0,peugeot,2008
Bmw f30/31,7200,201608.0,260000,1,0,6,0.0,2.0,,
Porsche Macan 2.0 265cv MATRIX TETTO FULL,64990,202210.0,55000,2,1,6,3.0,2.0,porsche,macan
Mercedes-benz A 200 A 200 d Automatic Premium,28500,202106.0,82000,1,2,6,2.0,2.0,,
LANCIA Ypsilon 1.0 FireFly 5 porte S&S Hybrid Go,14500,202304.0,13892,3,0,6,2.0,2.0,lancia,ypsilon
Peugeot 3008 BlueHDi 130 S&S EAT8 Allure Pack,22500,202209.0,96000,1,1,6,2.0,2.0,peugeot,3008
Fiat Bravo 1.6 MJT 120 CV DPF Emotion,4800,201111.0,148000,1,0,5,2.0,2.0,fiat,bravo
Fiat Tipo 1.3 Mjt CV 95 KM 93.000 OK neopatentati,9999,201803.0,89000,1,0,6,5.0,2.0,fiat,tipo
Fiat 500 anno 2019 promozione fino al 15.06.2025,6999,201909.0,24000,2,0,6,2.0,2.0,fiat,500
Dacia Duster 1.5 dCi 110CV Start&Stop OK neo paten,10300,201805.0,115000,1,0,6,3.0,2.0,,
Kia Sportage,17400,201605.0,133000,1,1,6,3.0,2.0,kia,sportage
Audi Q3 2.0 tdi,10000,201403.0,200000,1,0,5,3.0,2.0,audi,q3
Lancia MUSA 1.6 Mjt 120 CV Gold,3990,201103.0,123000,1,0,5,1.0,2.0,lancia,musa
Mercedes-Benz GLA 200 d Automatic Sport Plus,35500,202111.0,75627,1,1,6,3.0,2.0,,
Peugeot 3008 BlueHDi 130 S&S EAT8 GT Line,19800,202005.0,124000,1,1,6,2.0,2.0,peugeot,3008
VOLKSWAGEN Tiguan 3ª serie - 2021,34000,202107.0,64000,1,1,6,3.0,2.0,volkswagen,tiguan
Mercedes-benz GLC 220 d 4Matic Coupé Premium 2022,52900,202201.0,25000,1,1,6,3.0,2.0,,
Panda 4x4 Sisley,4500,198802.0,208000,2,0,2,0.0,2.0,,
Audi A3 2.0 TDI quattro Design,13000,201705.0,170000,1,0,6,2.0,2.0,audi,a3
Ford Focus 1.5 EcoBlue 120 CV SW ST Line - 2020,17990,202011.0,99000,1,0,6,5.0,2.0,ford,focus
Mercedes-benz E 220 d 4Matic 194 Cv Premium - 2020,31900,202006.0,97000,1,1,6,2.0,2.0,,
Fiat Punto 1.2 5 Porte OK NEO PATENTATI,4300,201601.0,249000,2,0,6,2.0,2.0,fiat,punto
FIAT Panda 0.9 TwinAir Turbo S&S 4x4 Cross,14900,202212.0,56245,2,0,6,2.0,2.0,fiat,panda
Volkswagen Golf 1.6 TDI 115 CV 5p. Business BlueMo,16500,201912.0,90000,1,0,6,2.0,2.0,volkswagen,golf
Volkswagen Polo 1.6 TDI 5p 80 CV BlueMotion - 2019,16500,201909.0,69000,1,0,6,2.0,2.0,volkswagen,polo
Land Rover Range Rover Sport Range Rover Sport 3.0,39890,201909.0,129540,1,1,6,5.0,2.0,land,rover range rover sport
Nissan Qashqai TEKNA 1.6 131 cv automatico,18000,201805.0,143000,1,1,4,3.0,2.0,nissan,qashqai
FORD Kuga 2.0 TDCi 136 CV 4WD Titanium,7900,200901.0,148000,1,0,4,3.0,2.0,ford,kuga
CITROEN C3 PureTech 83 S&S You,11900,202211.0,56800,2,0,6,2.0,2.0,citroen,c3
Golf 2 II Azzurra amatori,3000,198701.0,250000,1,0,0,2.0,2.0,,
Mercedes-Benz GLC 220 d 4Matic Mild Hybrid Ad...,63500,202403.0,17489,3,1,6,3.0,2.0,,
Smart fortwo pulse,2200,202112.0,220000,2,1,3,,2.0,smart,fortwo
Peugeot 2008 Active Puretech100 S&S 100CV -2020- -,17000,202011.0,53000,2,0,6,3.0,2.0,peugeot,2008
smart forFour Brabus allestimento 71cv,12990,201807.0,145900,2,1,6,2.0,2.0,smart,forfour
Audi A1 citycarver 35 TFSI,24890,202003.0,36700,2,0,6,2.0,2.0,audi,a1 citycarver
Peugeot 3008 BlueHDi 130 S&S EAT8 Business - 2020,20900,202011.0,109000,1,1,6,3.0,2.0,peugeot,3008
SUZUKI Jimny 1.5 DDiS 4WD JLX,7999,200610.0,246000,1,0,4,3.0,2.0,suzuki,jimny
Smart ForTwo 70 1.0 twinamic cabrio Prime,10900,201603.0,128000,2,2,6,4.0,2.0,smart,fortwo
FIAT 500 1.2 Pop,5900,201110.0,135000,2,0,5,2.0,2.0,fiat,500
ABARTH 595 1.4 Turbo T-Jet 165 CV Turismo,16900,201701.0,95000,2,0,6,2.0,2.0,,
Opel Astra 1.6 Hybrid 180 CV AT8 Edition - 2022,24990,202212.0,29000,3,1,6,2.0,2.0,opel,astra
Mini Cooper D Countryman Mini 2.0 Cooper D Busines,11990,201404.0,144672,1,1,5,5.0,2.0,mini,cooper
MINI Mini Cooper D Countryman,18900,201904.0,133000,1,0,6,3.0,2.0,mini,cooper
AUDI Q3 40 TDI quattro S tr. S line edition,38900,202103.0,89000,1,2,6,3.0,2.0,audi,q3
Smart ForTwo 800 40 kW coupé pulse cdi,6800,201309.0,108000,1,1,5,2.0,2.0,smart,fortwo
MERCEDES-BENZ GLA 200 d Automatic Sport,19900,201808.0,115000,1,2,6,3.0,2.0,,
FIAT 500 1.0 Hybrid Connect,8900,202103.0,52000,3,0,6,2.0,2.0,fiat,500
PEUGEOT 2008 BlueHDi 110 S&S Allure,17900,202108.0,49000,1,0,6,3.0,2.0,peugeot,2008
SMART fortwo 1000 52 kW coupé passion,4900,200712.0,118000,2,2,4,2.0,2.0,smart,fortwo
FIAT Panda 1.2 City Cross,8900,201806.0,130000,2,0,6,2.0,2.0,fiat,panda
FIAT Panda 1.3 MJT 95 CV S&S Lounge,9900,201705.0,95500,1,0,6,2.0,2.0,fiat,panda
Nissan Juke 1.5 dCi Start&Stop N-Connecta,14500,201805.0,72000,1,0,6,2.0,2.0,nissan,juke
FIAT 500X 1.6 M.Jet 130 CV Connect,16900,202102.0,84000,1,0,6,3.0,2.0,fiat,500x
Fiat 500X 1.6 MultiJet 120 CV Sport,20500,202003.0,89000,1,0,6,2.0,2.0,fiat,500x
Audi A7 SPB 3.0 TDI 245 CV quattro S tronic,11900,201105.0,220000,1,2,5,2.0,2.0,audi,a7
Citroen C3 BlueHDi 100 S&S Feel,13000,202201.0,98000,1,0,6,2.0,2.0,citroen,c3
Lancia Ypsilon 1.0 FireFly 5 porte S&S Hybrid Gold,14600,202309.0,8000,3,0,6,2.0,2.0,lancia,ypsilon
Panda diesel,3290,200410.0,189000,1,0,4,0.0,2.0,,
Bmw X4 xDrive20d 48V Msport,51990,202212.0,77506,3,1,6,3.0,2.0,bmw,x4
FORD Fiesta 4ª serie - 2004,1500,200408.0,180000,2,0,6,0.0,2.0,ford,fiesta
Mercedes GLB 4MATIC,33500,202111.0,118000,1,1,6,3.0,2.0,,
Volkswagen Tiguan 2.0 TDI 200 CV SCR DSG 4MOTION R,35900,202308.0,60000,1,2,6,3.0,2.0,volkswagen,tiguan
Bmw IX2 xDrive 30 Msport,55980,202402.0,2293,0,1,7,3.0,2.0,bmw,ix2
Opel Corsa 1.2 100 CV Edition,11900,202204.0,50000,2,0,6,2.0,2.0,opel,corsa
Toyota RAV 4 RAV4 Crossover 2.2 D-4D 150 CV Lounge,10500,201306.0,248000,1,0,5,3.0,2.0,,
Ford focus st line,15999,202001.0,45000,2,0,6,2.0,2.0,ford,focus
Golf 8 GTI no super bollo SOLO VENDITA,28000,202102.0,70000,2,2,6,0.0,2.0,,
Audi Q5 40 TDI 204 CV quattro S tronic S line plus,40990,202111.0,81000,3,2,6,3.0,2.0,audi,q5
Citroen C3 BlueHDi 100 S&S Business Combi,13500,202202.0,76000,1,0,6,2.0,2.0,citroen,c3
Citroen c1 1.4 Diesel,3900,200611.0,162750,1,0,4,6.0,2.0,citroen,c1
Bmw 118 118d 5p. Sport,13500,201305.0,134000,1,1,5,2.0,2.0,,
Golf 4,1000,200210.0,301000,1,0,3,2.0,2.0,,
Peugeot 2008 BlueHDi 130 S&S EAT8 GT Line - 2020,21990,202012.0,99000,1,1,6,3.0,2.0,peugeot,2008
Range Rover Evoque 2.2 Sd4 150cv Prestige,13300,201206.0,250000,1,1,5,3.0,2.0,,
Peugeot 1007 HDI 1.4,2500,200510.0,245000,1,0,4,1.0,2.0,peugeot,1007
Mercedes-Benz GLC 220 d 4Matic Premium,43500,202104.0,93049,1,1,6,3.0,2.0,,
Porsche Panamera 4.0 GTS Sport Turismo,89000,202005.0,116000,2,1,6,5.0,2.0,porsche,panamera
Maserati Ghibli V6 Diesel 275 CV,26900,201607.0,130000,1,1,6,2.0,2.0,maserati,ghibli
Porsche Cayenne Coupé 4.0 Turbo GT,130000,202209.0,94000,2,1,6,3.0,2.0,porsche,cayenne
Fiat Tipo 1.6 Mjt 130 CV S&S SW Life - 2021,18500,202109.0,50000,1,0,6,5.0,2.0,fiat,tipo
Mercedes-Benz Classe C C 220 d Mild hybrid 4M...,49900,202404.0,45000,3,1,6,2.0,2.0,,
Volkswagen T-Roc 1.0 TSI Style,22900,202212.0,35200,2,0,6,3.0,2.0,volkswagen,t-roc
Lancia MUSA 1.3 Mjt 95 CV Gold,7200,201304.0,91000,1,0,5,1.0,2.0,lancia,musa
X2 xdrive,27000,202011.0,115000,1,1,6,2.0,2.0,,
Audi A3 SPB 2.0 TDI 150 CV quattro Ambition,12800,201306.0,172000,1,0,5,2.0,2.0,audi,a3
Jimny,7990,200812.0,129000,2,0,5,3.0,2.0,,
Mercedes-benz GLC 220 GLC 220 d 4Matic Mild Hybrid,77500,202405.0,9000,3,1,6,3.0,2.0,,
Audi Q7 3.0 TDI 272 CV quattro tiptronic S-LINE -,35900,201606.0,179000,1,1,6,3.0,2.0,audi,q7
Fiat Panda 1.3 MJT 95 CV S&S Lounge,6900,201806.0,220000,1,0,6,2.0,2.0,fiat,panda
Audi Q3 35 TDI S tronic 150 Cv Business Adv - 2020,34900,202009.0,57000,1,1,6,3.0,2.0,audi,q3
Volkswagen Tiguan 2.0 TDI DSG 4MOTION Style,22900,201710.0,100000,1,2,6,3.0,2.0,volkswagen,tiguan
Mercedes-benz GLC 300 GLC 300 d 4Matic Coupé Premi,47900,202104.0,110000,1,1,6,,2.0,,
Fiat Panda 1.3 MJT 16V DPF Classic 150°,5700,201206.0,189000,1,0,5,2.0,2.0,fiat,panda
Volkswagen Polo 1.6 TDI 5p. Comfortline BlueMotion,11500,201805.0,178000,1,0,6,2.0,2.0,volkswagen,polo
Jaguar F-Pace 2.0 AWD 180 Cv My19,23000,201809.0,163000,1,1,6,3.0,2.0,jaguar,f-pace
Jeep Renegade 1.6 Mjt 130 CV Limited Km 0 - 2023,28900,202303.0,1,1,0,6,3.0,2.0,jeep,renegade
Mercedes-Benz GLC 220 d 4Matic Sport,38500,202009.0,159057,1,1,6,3.0,2.0,,
Bmw 320 320d Berlina 48V Msport 190 CV - 2024,48900,202403.0,19000,3,1,6,2.0,2.0,,
Jeep Avenger 1.2 Turbo 100 CV Summit - 2024,25500,202503.0,19000,2,0,6,3.0,2.0,,
Volkswagen Tiguan 2.0 TDI 150 CV SCR DSG Elegance,26999,202104.0,125000,1,1,6,3.0,2.0,volkswagen,tiguan
Fiat New Panda Natural Power Lounge,7490,201811.0,74900,5,0,6,2.0,2.0,,
Fiat Tipo 1.6 Mjt S&S 5 porte Lounge,9900,201710.0,153000,1,0,6,2.0,2.0,fiat,tipo
Alfa Romeo Stelvio 2.2 Turbodiesel 210 CV AT8 Q4 V,28000,202111.0,122000,1,1,6,3.0,2.0,alfa,romeo stelvio
Fiat Panda Cross 1.2 EasyPower,10990,201611.0,47000,4,0,6,2.0,2.0,fiat,panda cross
Fiat 500 C 1.3 Multijet 16V 95 CV Lounge,6990,201112.0,88000,1,0,5,4.0,2.0,fiat,500
Fiat Fiorino 1.3 MJT 95CV Cargo SX,8990,202011.0,120000,1,0,6,1.0,2.0,,
Volkswagen Tiguan 2.0 TDI SCR DSG R-line Blue...,27500,201902.0,76500,1,1,6,3.0,2.0,volkswagen,tiguan
"Fiat Doblò Lounge 5 Posti N1 1,6 MJT 120cv",12500,201912.0,147000,1,0,6,1.0,2.0,,
Alfa Romeo Giulietta 1.6 JTDm TCT 120 CV Business,11499,201711.0,128000,1,1,6,2.0,2.0,alfa,romeo giulietta
Micra 1.5 dci acenta,700,200311.0,320000,1,0,4,0.0,2.0,,
Porsche Macan 2.0,82500,202406.0,13588,2,1,6,3.0,2.0,porsche,macan
Citroen C3 PureTech 68 Live Edition,5499,201511.0,124000,2,0,6,2.0,2.0,citroen,c3
