brand_model,price,year,mileage,fuel_type,transmission,emission_standard,body_type,region,brand,model
Bmw X3 xDrive20d 48V Msport,32990,202210.0,145000,3,1,6,5.0,3.0,bmw,x3
Alfa Romeo Giulietta 1.6 JTDm 120 CV Super,10490,201610.0,121000,1,0,6,2.0,3.0,alfa romeo,romeo giulietta
Fiat 500L 1.4 95 CV Pop Star,9900,201805.0,151000,2,0,6,1.0,3.0,fiat,500l
Citroen C3 BlueHDi 75 S&S Shine,9490,201707.0,139000,1,0,6,2.0,3.0,citroen,c3
Fiat 500 1.2 EasyPower Pop,7490,201507.0,186000,4,0,6,2.0,3.0,fiat,500
Fiat 500 1.3 Multijet 16V 95 CV Lounge RIVA,9390,201605.0,156000,1,0,5,6.0,3.0,fiat,500
Audi A3 SPB 1.6 TDI clean diesel S tronic Business,13490,201507.0,105000,1,2,6,2.0,3.0,audi,a3
Citroen C4 Picasso 1.6 HDi 110 FAP Exclusive,5990,201205.0,198000,1,0,5,1.0,3.0,citroen,c4 picasso
Fiat 500 1.2 Lounge,6790,201306.0,99000,2,0,5,2.0,3.0,fiat,500
Alfa Romeo Stelvio 2.2 Turbodiesel 190 CV AT8 Q4 S,23999,202101.0,120000,1,1,6,3.0,3.0,alfa romeo,romeo stelvio
Fiat 500L 1.3 Multijet 85 CV Pop Star,6900,201310.0,199000,1,0,5,1.0,3.0,fiat,500l
FORD Puma 1.0 EcoBoost Hybrid 125 CV S&S Titaniu,15990,202002.0,41225,3,0,6,3.0,3.0,ford,puma
Fiat Punto 1.3 MJT 95 CV UNICO PROPRIETARIO,5900,201701.0,179000,1,0,6,2.0,3.0,fiat,punto
Fiat 500L 1.6 Multijet 105 CV Lounge TETTO,8490,201310.0,90000,1,0,5,1.0,3.0,fiat,500l
Audi Q2 35 TDI quattro S tronic S line Edition,26990,202102.0,51000,1,1,6,5.0,3.0,audi,q2
Fiat 500L 1.3 Multijet 95 CV Trekking,9390,201606.0,114000,1,0,6,1.0,3.0,fiat,500l
"Citroen C3 Aircross 1,5BlueHDi 100 S&S Shine",13500,202003.0,120000,1,0,6,5.0,3.0,citroen,c3 aircross
Fiat Punto 1.3 MJT II S&S 95 CV 5 porte Lounge,4300,201306.0,218497,1,0,5,2.0,3.0,fiat,punto
Bmw X1 4X4 DIESEL EURO 5 2014,9999,201401.0,150000,1,0,5,3.0,3.0,bmw,x1
Fiat 500L 1.3 Multijet 85 CV Trekking *PROMO,5500,201406.0,270000,1,0,5,1.0,3.0,fiat,500l
Suzuki Splash 1.0 GLS Safety Pack,3800,200811.0,143000,2,0,4,1.0,3.0,suzuki,splash
NISSAN Juke 1.0 DIG-T 114 CV DCT N-Connecta,16900,202110.0,92000,2,2,6,3.0,3.0,nissan,juke
Alfa Romeo MiTo 1.6 M.jet Distinctive Sport Pack,4900,201104.0,196000,1,0,5,2.0,3.0,alfa romeo,romeo mito
Mini Countryman John Cooper Works ALL4,35990,202109.0,84000,2,1,6,5.0,3.0,mini,countryman
Mini Cooper SD Countryman Mini 2.0 Cooper D Hype C,17900,201712.0,135000,1,0,6,5.0,3.0,mini,cooper
Alfa Romeo Tonale 1.5 160 CV MHEV TCT7 Veloce,28900,202405.0,15845,3,2,6,3.0,3.0,alfa romeo,romeo tonale
Jaguar X-Type 2.0D cat Wagon Sport EU3,1000,200507.0,200000,1,0,3,5.0,3.0,jaguar,x-type
Fiat Punto Evo Punto Evo 1.2 Gpl 5 porte Dynamic,3500,201006.0,159000,2,0,4,2.0,3.0,fiat,punto
Lancia Ypsilon 1.2 69 CV 5 porte GPL Ecochic Gold,6500,201206.0,149000,4,0,6,2.0,3.0,lancia,ypsilon
FIAT Qubo 1.4 8V 73 CV MyLife,5500,201306.0,150000,5,0,5,1.0,3.0,fiat,qubo
Toyota Aygo 1.0 Benzina 5 porte Now,3900,200801.0,159000,2,0,4,6.0,3.0,toyota,aygo
PEUGEOT 308 1.5 ALLURE,11950,201807.0,144466,1,0,6,2.0,3.0,peugeot,308
Bmw X2 xDrive18d Msport,28000,202009.0,90000,1,1,6,5.0,3.0,bmw,x2
Volkswagen Polo 1.2/64CV 12V 5p KM CERTIFICATI,2500,200606.0,180000,2,0,4,2.0,3.0,volkswagen,polo
Kia Stonic 1.4 MPI EcoGPL Energy,13200,202011.0,42128,4,0,6,6.0,3.0,kia,stonic
FORD KUGA DIESEL AUTOMATICA VAL. PERMUTE,18999,202108.0,149000,1,1,6,5.0,3.0,ford,kuga
Nissan Qashqai 1.5 dCi Tekna,13500,201704.0,115243,1,0,6,3.0,3.0,nissan,qashqai
Fiat Tipo 1.3 Mjt 1 proprietario IVA ESPOSTA,9500,201905.0,127000,1,0,6,2.0,3.0,fiat,tipo
Fiat Doblo Doblò 1.3 MJT PC-TN Cargo Lamierato SX,7999,201906.0,162647,1,0,6,1.0,3.0,fiat,doblo
Nissan Micra 1.2 Tekna 12V 5 porte 130 mila km,4500,201211.0,129000,2,0,5,2.0,3.0,nissan,micra
Peugeot 308 1.6 HDI EURO 6 *CAMBIO AUTOMATICO,7800,201511.0,180000,1,1,6,2.0,3.0,peugeot,308
Toyota Yaris 1.0 5 porte UNICO PROPRIETARIO,2900,200601.0,219000,2,0,4,6.0,3.0,toyota,yaris
Lancia Delta 1.4 GPL Anno 2011,3900,201107.0,219000,4,0,5,2.0,3.0,lancia,delta
Audi Q3 35 TDI S tronic IDENTITY BLACK - FULL-LED,25900,202203.0,119000,1,1,6,5.0,3.0,audi,q3
Kia Sportage KIA SPORTAGE 2WD,10499,201502.0,162000,2,0,5,1.0,3.0,kia,sportage
Peugeot 3008 1.5 BlueHDi 130 CV S&S Active Pack-20,17300,202203.0,156649,1,0,6,3.0,3.0,peugeot,3008
Fiat Panda 1.3 M.JET 4x4 Anno 2008,3900,200807.0,239000,1,0,4,6.0,3.0,fiat,panda
Volkswagen T-Roc 1.5 TSI ACT DSG R-Line,26500,202209.0,28500,2,1,6,1.0,3.0,volkswagen,t-roc
Fiat 500X 1.6 M.JET 120 cv. BUSINESS (Nav),14800,201912.0,119000,1,0,6,3.0,3.0,fiat,500x
Smart ForTwo 1000 anno 2012 coup passion,5000,201210.0,112000,2,1,4,2.0,3.0,smart,fortwo
Nissan Qashqai 1.5 DCI 115 cv. BUSINESS (Nav),17300,202011.0,110000,1,0,6,3.0,3.0,nissan,qashqai
Ford Puma 1.5 EcoBLUE 120 cv. TITANIUM (Nav),16600,202108.0,108000,1,0,6,3.0,3.0,ford,puma
Chevrolet Aveo 1.2 5 porte LT GPL Eco Logic,3300,200908.0,189000,4,0,4,2.0,3.0,chevrolet,aveo
Ford EcoSport 1.0 125cv ecoboost Titanium automati,10990,201908.0,115000,2,1,6,3.0,3.0,ford,ecosport
Peugeot 308 1.5 bluehdi 130Cv Allure Pack i-Cockpi,9900,202103.0,150000,1,0,6,5.0,3.0,peugeot,308
Peugeot 2008 1.2 PureTech 130 CV GT Line,15900,202010.0,86000,2,1,6,1.0,3.0,peugeot,2008
Ford Fiesta 1.2 82CV Titanium 1 proprietario,3650,200904.0,159000,2,0,4,2.0,3.0,ford,fiesta
Porsche Macan 2.0,76900,202303.0,32000,2,1,6,3.0,3.0,porsche,macan
Opel Astra 1.6 115CV 5 porte Cosmo,2800,201106.0,180425,2,0,5,5.0,3.0,opel,astra
Renault Twingo 1.2 16V LEV Yahoo!,3900,201105.0,169000,2,0,5,6.0,3.0,renault,twingo
Opel Grandland 1.5 diesel Ecotec aut. Ultimate,22900,202403.0,17500,1,1,6,3.0,3.0,opel,grandland
Renault Clio EVOLUTION 1.0 GPL 5 porte - 2024,16400,202407.0,10640,4,0,6,2.0,3.0,renault,clio
Volkswagen Golf GTI 2.0 TSI 245CV GTI DSG,28900,202103.0,78500,2,1,6,2.0,3.0,volkswagen,golf
Jeep Grand Cherokee 3.0cc diesel 12 mesi gara-2007,4500,200706.0,228000,1,1,4,5.0,3.0,jeep,grand cherokee
Hyundai i10 1.0 MPI Prime,7000,202503.0,101000,2,0,6,2.0,3.0,hyundai,i10
Volkswagen T-Roc 2.0 TDI 150cv DSG 4MOTION Style,27990,202311.0,33000,1,1,6,5.0,3.0,volkswagen,t-roc
Lancia Delta 1.6 MJT 120 cv DPF Platino,2700,200912.0,240000,1,0,5,2.0,3.0,lancia,delta
Alfa Romeo Tonale 1.6 diesel 130 CV TCT6 Sprint,26999,202311.0,50000,1,1,6,5.0,3.0,alfa romeo,romeo tonale
Opel Vivaro 2.0 CDTI PASSO LUNGO 2020,9900,202001.0,239000,1,0,6,1.0,3.0,opel,vivaro
Fiat Panda 1.3 MJT 75CV DYNAMIC LEGGI BENE,2800,201103.0,137500,1,0,5,2.0,3.0,fiat,panda
Fiat Panda 1.0 Hybrid City Life,11990,202310.0,27700,3,0,6,2.0,3.0,fiat,panda
Citroen C3 PureTech 110 S&S Max,13200,202405.0,7500,2,0,6,2.0,3.0,citroen,c3
Ford Kuga 1.5 EcoBlue 120 CV aut. 2WD Titanium,13490,202107.0,190000,1,1,6,5.0,3.0,ford,kuga
Alfa Romeo Giulietta 1.6 JTDm 120 CV Business,8490,201804.0,180000,1,1,6,2.0,3.0,alfa romeo,romeo giulietta
OPEL Astra 1.5 CDTI 105 CV S&S Sports Tourer Bus,11890,202005.0,45941,1,0,6,5.0,3.0,opel,astra
Lancia Ypsilon 1.4 Oro Ecochic GPL 1 proprietario,3500,200912.0,149000,4,0,4,2.0,3.0,lancia,ypsilon
Volkswagen Polo 1.2 TDI DPF 5 p. Comfortline,3999,201108.0,220000,1,0,5,2.0,3.0,volkswagen,polo
Citroen C3 Picasso C3 Picasso 1.6 HDi 115 Exclusiv,5900,201406.0,163567,1,0,5,1.0,3.0,citroen,c3 picasso
Volkswagen T-Roc Cabriolet 1.5 TSI ACT DSG Style,33900,202403.0,17800,2,1,6,4.0,3.0,volkswagen,t-roc
Volkswagen up! 1.0 5Pt. Eco Move up! (Metano),9950,202001.0,88300,5,0,6,2.0,3.0,volkswagen,up
HYUNDAI I10 1.0 CONNECTLINE My24 GPL,15950,202403.0,100,4,0,6,2.0,3.0,hyundai,i10
Alfa Romeo 147 1.9 JTD 120CV 5P 87.000KM,2990,200608.0,87000,1,0,4,2.0,3.0,alfa romeo,romeo 147
Ferrari F430 F1,129990,200702.0,48000,2,1,4,,3.0,ferrari,f430
Fiat Punto Evo 1.4 5 porte Dynamic Natural Power,3500,200911.0,199000,5,0,5,2.0,3.0,fiat,punto
Mini Cooper 1.4 Benzina ok neopatentati,2900,200801.0,249000,2,0,4,2.0,3.0,mini,cooper
FIAT Punto 1.3 MJT II 5 porte Full Distruzione-F,3899,201403.0,203342,1,0,5,2.0,3.0,fiat,punto
CITROEN C4 Grand Picasso 1.6 HDi 110 FAP 24 MESI,4990,200906.0,187857,1,0,4,1.0,3.0,citroen,c4
Smart ForTwo 1000 52 kW coupé passion,5999,201304.0,49000,2,1,4,2.0,3.0,smart,fortwo
Peugeot 3008 1.5 130cv BlueHDi S&S Allure,18950,202005.0,117300,1,0,6,3.0,3.0,peugeot,3008
ALFA ROMEO Stelvio 2.2 Turbodiesel 210cv AT8 Q4,17000,201808.0,289000,1,1,6,3.0,3.0,alfa romeo,romeo stelvio
RENAULT Kadjar dci 8v 110cv intens,12490,201710.0,71872,1,0,6,3.0,3.0,renault,kadjar
Citroen C1 69CV 5P SINISTRATA,2800,201508.0,62000,2,0,5,2.0,3.0,citroen,c1
Alfa Romeo Giulietta 1.6cc diesel 12 mesi garanzia,3300,201106.0,263000,1,0,5,2.0,3.0,alfa romeo,romeo giulietta
Peugeot 308 1.6 120cv BlueHDi EAT6 (Autom.) Allure,11950,201712.0,129800,1,1,6,2.0,3.0,peugeot,308
Peugeot 208 1.5 100cv BlueHDi S&S Active Pack,16950,202303.0,10900,1,0,6,2.0,3.0,peugeot,208
SMART ForFour 90 0.9 Turbo Prime 24 Mesi di Gara,12999,201708.0,68500,2,1,6,2.0,3.0,smart,forfour
Opel Corsa 1.3 CDTI Sport navi bixeno 2012,2900,201201.0,259000,1,0,5,2.0,3.0,opel,corsa
"Volkswagen Golf 1.6 5p. Comfortline ""PARI NUOVO""",3900,200708.0,159000,2,0,4,2.0,3.0,volkswagen,golf
Peugeot 208 1.2 100cv PureTech EAT8 Allure Pack (A,14950,202107.0,35500,2,1,6,2.0,3.0,peugeot,208
Fiat Sedici 2.0 MJT 16V DPF 4x4 Dynamic 2010,2900,201012.0,228000,1,0,5,5.0,3.0,fiat,sedici
Mini Cooper D Countryman 1.6 111cv,7500,201009.0,188300,1,0,5,3.0,3.0,mini,cooper
Fiat Punto 1.3 MJT II 75 CV 5 porte Lounge,3800,201211.0,199000,1,0,5,2.0,3.0,fiat,punto
Fiat 500 1.2 Gpl di serie anno 2012 Lounge,5850,201208.0,140000,4,0,5,2.0,3.0,fiat,500
NUOVA SMART FORFOUR BRABUS EXCLUSIVE CABRIO EDITIO,18490,201808.0,56842,2,2,6,2.0,3.0,smart,forfour
Renault Clio dCi 8V 90 CV EDC 5 porte Duel,9200,201810.0,105000,1,0,6,2.0,3.0,renault,clio
FIAT 500X 1.6 MultiJet 120 CV DCT Lounge,18490,201911.0,68000,1,2,6,3.0,3.0,fiat,500x
BMW X3 sdrive,12500,201512.0,200000,1,1,6,3.0,3.0,bmw,x3
Fiat Panda 4X4 0.9 TWIN AIR 85 cv.,9700,201710.0,100000,2,0,6,3.0,3.0,fiat,panda 4x4
"OPEL Vivaro 27 1.6 CDTI 120CV S&S "" 9 POSTI """,24490,201812.0,64000,1,0,6,1.0,3.0,opel,vivaro
Fiat 500X 1.6 M.JET 120 cv. BUSINESS (Nav),17500,202101.0,87000,1,0,6,3.0,3.0,fiat,500x
Audi A1 Citycarver 30 TFSI S tronic,25900,202303.0,30000,2,1,6,2.0,3.0,audi,a1 citycarver
CITROEN C4 BlueHDi 130 S&S EAT8 Shine,15499,202206.0,121208,1,1,6,2.0,3.0,citroen,c4
Citroen C4 S&S Shine,17300,202204.0,90000,1,1,6,2.0,3.0,citroen,c4
Renault Clio,10999,202006.0,116000,1,0,6,2.0,3.0,renault,clio
Opel Meriva 1.7 CDTI 101CV F.AP. Cosmo 2008,2900,200812.0,219000,1,0,4,1.0,3.0,opel,meriva
FIAT 500X 1.3 MultiJet 95 CV Connect,19990,202103.0,58000,1,0,6,3.0,3.0,fiat,500x
Volkswagen Taigo 1.0 TSI 110 CV DSG R-Line,23000,202305.0,18000,2,1,6,5.0,3.0,volkswagen,taigo
VOLKSWAGEN T-Roc 1.5 TSI Advanced BlueMotion DSG,22400,202112.0,18000,2,1,6,3.0,3.0,volkswagen,t-roc
Fiat 500X 1.3 M.JET 95 cv. CITY CROSS,15700,201911.0,33000,1,0,6,3.0,3.0,fiat,500x
Peugeot 3008 2nd serie BlueHDi 130 S&S EAT8 A...,19490,202108.0,132496,1,1,6,3.0,3.0,peugeot,3008
Smart ForTwo EQ Passion,10500,202105.0,28000,0,1,7,2.0,3.0,smart,fortwo
SMART ForFour 70 1.0 Total Black 24 MESI DI GARA,9300,201806.0,99033,2,0,6,2.0,3.0,smart,forfour
MASERATI Levante V6 430 CV AWD GARANZIA IVA ESP,37990,201703.0,140500,2,1,6,3.0,3.0,maserati,levante
Toyota Yaris Cross 1.5h Trend fwd 116cv e-cvt,24500,202403.0,18063,3,1,6,3.0,3.0,toyota,yaris
Renault Clio TCe 12V 100 CV GPL 5 porte Business,10500,202011.0,120000,4,0,6,2.0,3.0,renault,clio
Opel Grandland 1.5 diesel Ecotec aut. Ultimate,24990,202403.0,33247,1,1,6,3.0,3.0,opel,grandland
OPEL MOKKA 1.6 COSMO,12950,201606.0,92662,1,0,6,5.0,3.0,opel,mokka
Fiat Punto Evo 1.4 GPL,2999,201006.0,170000,4,0,4,2.0,3.0,fiat,punto
Toyota Yaris Verso 1.3i 16V cat Sol '03,2750,200705.0,120000,2,0,4,1.0,3.0,toyota,yaris verso
Opel Corsa 1.4 90CV GPL Tech Coupé Cosmo,6850,201512.0,149000,4,0,6,,3.0,opel,corsa
Fiat Panda 1.2 Lounge 2018 COMANDI AL VOLANTE,7700,201807.0,150000,2,0,6,2.0,3.0,fiat,panda
Peugeot 208 2nd serie PureTech 100 Stop&Start...,17990,202405.0,16796,2,0,6,2.0,3.0,peugeot,208
Renault Clio 1.2 16V 5 porte Dynamique,3999,201106.0,160000,2,0,5,2.0,3.0,renault,clio
Volkswagen Polo 1.2 70 CV 5p. Comfortline,4999,201104.0,180000,2,0,5,2.0,3.0,volkswagen,polo
RENAULT Clio Sporter dCi 8V 90CV EDC Start&Stop,13490,201806.0,61000,1,2,6,5.0,3.0,renault,clio
Ford B-Max 1.4 90 CV GPL,5500,201407.0,190000,4,0,5,1.0,3.0,ford,b-max
Citroen C3 PureTech 110 S&S EAT6 Shine,12499,202202.0,43000,2,1,6,6.0,3.0,citroen,c3
Fiat 500 1.3 Multijet 16V 75CV Pop,5500,200805.0,120000,1,0,4,2.0,3.0,fiat,500
Fiat Grande Punto 1.4 GPL,1999,200906.0,299000,4,0,4,2.0,3.0,fiat,grande punto
Fiat 500L 1.3 Multijet 85 CV Pop,6999,201306.0,180000,1,0,5,1.0,3.0,fiat,500l
Lancia Ypsilon 1.3 DIESEL 95CV Platinum,5999,201207.0,170000,1,0,5,2.0,3.0,lancia,ypsilon
FIAT Panda Cross 1.0 FireFly S&S Hybrid,13990,202403.0,15300,3,0,6,2.0,3.0,fiat,panda cross
Nissan Qashqai 1.6 16V GPL Eco Visia,5990,201309.0,195725,4,0,6,3.0,3.0,nissan,qashqai
FORD Ranger 2.2 TDCi Super Cab XLT 4pt.,19500,201901.0,214000,1,0,6,3.0,3.0,ford,ranger
Volkswagen Polo 1.6 TDI 95 CV R-LINE Sport 2020,13999,202005.0,130000,1,0,6,2.0,3.0,volkswagen,polo
Fiat Tipo 1.3 Mjt S&S 5 porte Lounge 2017,6999,201701.0,170000,1,0,6,2.0,3.0,fiat,tipo
JEEP Compass 2.2 CRD Limited 2WD,6900,201212.0,156000,1,0,5,3.0,3.0,jeep,compass
Audi Q3 SPORTBACK 40TDI S tronic S line 09/2021,32500,202109.0,140000,1,2,6,5.0,3.0,audi,q3 sportback
AUDI Q5 2.0 TDI 190 CV quattro S tronic Sport,26900,201812.0,132000,1,2,6,3.0,3.0,audi,q5
Lancia Ypsilon 1.0 FireFly 5 porte S&S Hybrid...,12500,202305.0,12000,3,0,6,2.0,3.0,lancia,ypsilon
Fiat 500L New 1.3 M.JET 95 cv. BUSINESS (Nav),14300,202011.0,38000,1,0,6,1.0,3.0,fiat,500l
JEEP Renegade 1.0 T3 Sport,14900,201906.0,93000,2,0,6,3.0,3.0,jeep,renegade
Bmw X2 sDrive 18d Msport,57990,202410.0,6000,1,1,6,5.0,3.0,bmw,x2
Hyundai Tucson 1.6 CRDi 136CV XPrime,17990,202006.0,143649,1,1,6,3.0,3.0,hyundai,tucson
Opel Adam 1.2 GPL 69cv Unlimited 2017,7500,201705.0,118000,2,0,6,2.0,3.0,opel,adam
FIAT Sedici 1.6 16V 4x4 Experience,3300,200812.0,200000,4,0,4,3.0,3.0,fiat,sedici
HYUNDAI i10 1.0 MPI Econext Tech,11490,202012.0,69000,4,0,6,2.0,3.0,hyundai,i10
Volkswagen T-Roc 2.0 TDI SCR Business BlueMotion T,21000,202203.0,107000,1,0,6,3.0,3.0,volkswagen,t-roc
Peugeot 208 BlueHDi 100 Stop&Start Active Pack ANN,11899,202210.0,90000,1,0,6,2.0,3.0,peugeot,208
Lancia Ypsilon 1.0 FireFly 5 porte S&S Hybrid Ecoc,10499,202202.0,36000,3,0,6,2.0,3.0,lancia,ypsilon
Fiat 500X 1.6 M.JET 120 cv. DDCT 120 cv. SPORT (Na,19650,202005.0,46000,1,1,6,3.0,3.0,fiat,500x
FORD EcoSport 1.5 TDCi 90 CV Plus,10499,201504.0,127262,1,0,5,3.0,3.0,ford,ecosport
Peugeot 2008 2nd serie PureTech 130 S&S EAT8 GT,22990,202403.0,18504,2,1,6,3.0,3.0,peugeot,2008
Audi Q5 Quattro 40 2.0 TDI 204 cv. MHEV S Tronic S,30950,202010.0,118000,3,1,6,3.0,3.0,audi,q5
Ford Fiesta 1.2 82 CV 5 porte Titanium,3200,201004.0,166000,2,0,5,2.0,3.0,ford,fiesta
Fiat Punto 1.3 MJT II 95 CV Lounge TAGLIANDATA,4800,201303.0,193000,1,0,5,2.0,3.0,fiat,punto
Volkswagen Tiguan Allspace Tiguan Allspace 1.5 TSI,22990,202201.0,60000,2,2,6,5.0,3.0,volkswagen,tiguan
Fiat Punto 1.3 MJT II 75 CV TAGLIANDATA GARANZIA,5200,201401.0,205000,1,0,5,2.0,3.0,fiat,punto
FERRARI 348 Spider cat TUTTA CERTIFICATA,91500,199408.0,80000,2,0,1,4.0,3.0,ferrari,348
Mini Cooper S 2.0 178cv 3p Automatico,31900,202303.0,11230,2,1,6,2.0,3.0,mini,cooper s
Citroen C3 BlueHDi 100 Feel Pack,10990,202108.0,122254,1,0,6,2.0,3.0,citroen,c3
SMART forfour 2ªs. (W453) - 2018,16000,201812.0,65000,2,1,6,6.0,3.0,smart,forfour
Jeep Wrangler 2.2 Mjt II Sahara uniprò,41499,202101.0,136000,1,1,6,3.0,3.0,jeep,wrangler
Fiat 500 1.2 Sport,10500,202007.0,20814,2,0,6,2.0,3.0,fiat,500
VOLKSWAGEN GOLF 2.0 TDI 150 CV EXECUTIVE 5P DSG,15900,201806.0,106939,1,2,6,2.0,3.0,volkswagen,golf
Peugeot 108 VTi 68 3 porte Access,6500,201506.0,139000,2,0,5,2.0,3.0,peugeot,108
Renault Espace Blue dCi 160CV EDC Business N1,16990,202106.0,164523,1,1,6,1.0,3.0,renault,espace
Audi A3 SPB 35 TDI S line int+ext,30990,202303.0,65854,1,1,6,2.0,3.0,audi,a3
Fiat Tipo 1.6 Mjt S&S DCT SW Lounge,7999,201706.0,161500,1,1,6,5.0,3.0,fiat,tipo
Peugeot 208 1.2 puretech (vti) 12v Active 5p,8500,201309.0,100000,2,0,5,2.0,3.0,peugeot,208
Renault Twingo 1.0 benzina SCe Zen,8700,201709.0,47000,2,0,6,2.0,3.0,renault,twingo
Fiat Panda 1.0 FireFly S&S Hybrid City Cross,15000,202402.0,13238,3,0,6,2.0,3.0,fiat,panda
Peugeot 2008 allure 130 cv 2019,11999,201906.0,89000,2,0,6,3.0,3.0,peugeot,2008
Jeep Renegade 1.6 Mjt 120 CV Limited,17290,202101.0,99000,1,0,6,5.0,3.0,jeep,renegade
AUDI A3 3ª serie - 2017,14500,201709.0,170000,1,0,5,2.0,3.0,audi,a3
Volkswagen Tiguan 2nd serie 2.0 TDI 150 CV SC...,21990,202101.0,76196,1,1,6,3.0,3.0,volkswagen,tiguan
Audi Q3 SPB 35 TDI S tronic Business Plus,31990,202005.0,89000,1,1,6,3.0,3.0,audi,q3
Toyota Aygo 1.0 x-cool 69cv 5 porte Full 2016,5800,201604.0,145000,2,0,6,2.0,3.0,toyota,aygo
Audi Q2 35 TDI quattro S tronic Advanced TETTO,30990,202102.0,63000,1,1,6,5.0,3.0,audi,q2
Kia Venga 1.4 CRDi 90CV WGT EX,5490,201106.0,147000,1,0,5,1.0,3.0,kia,venga
Volkswagen T-Roc 2.0 TDI SCR 150 CV DSG Style...,19990,202010.0,135200,1,1,6,3.0,3.0,volkswagen,t-roc
Opel Mokka 1.7 Diesel Cosmo 4x4 131 Cv,6350,201501.0,206000,1,0,5,2.0,3.0,opel,mokka
Ford C-Max 1.6 TDCi 115CV Titanium,4850,201112.0,176000,1,0,5,1.0,3.0,ford,c-max
RENAULT CLIO 1.5 DCI 75 CV - IDEALE X NEOPATENTATI,7700,201707.0,167619,1,0,6,2.0,3.0,renault,clio
Fiat 500 1.4 16V Lounge 64.000km!!,6300,200908.0,64000,2,0,5,2.0,3.0,fiat,500
FIAT Panda 3ª serie - 2021,12000,202110.0,45000,4,0,6,0.0,3.0,fiat,panda
Peugeot Partner Tepee 1.6 Diesel 92 Cv,5300,201409.0,150000,1,0,5,1.0,3.0,peugeot,partner
Audi Q3 SPB 35 TDI S tronic Identity Black /PELLE/,45900,202405.0,25113,1,1,6,3.0,3.0,audi,q3
Renault Clio 1.5 dCi 8V 90CV Start&Stop 5 porte En,5999,201511.0,202000,1,0,5,2.0,3.0,renault,clio
FORD Fiesta 6ª serie,2999,201005.0,220000,1,0,4,6.0,3.0,ford,fiesta
Smart ForTwo 70 1.0 Passion,13490,201705.0,85000,2,1,6,2.0,3.0,smart,fortwo
Fiat Panda 1.2 Dynamic,3400,200701.0,160000,2,0,4,2.0,3.0,fiat,panda
Opel Combo 1.4 Metano Cosmo 120 Cv,3500,201310.0,160000,5,0,6,1.0,3.0,opel,combo
Citroen C4 Grand Picasso 1.6 GPL 120 Cv 7 Posti,2650,201010.0,149000,2,0,5,1.0,3.0,citroen,c4
Lancia Ypsilon 1.3 MJT 16V 95 CV 5 porte S&S Silve,5500,201106.0,200000,1,0,5,2.0,3.0,lancia,ypsilon
Ford Puma 1.0 EcoBoost Hybrid 125 Cv,11650,202106.0,53000,3,0,6,2.0,3.0,ford,puma
Hyundai ix20 1.4 GPL 90 Cv,4800,201311.0,150000,4,0,5,1.0,3.0,hyundai,ix20
Hyundai ix35 1.7 Diesel Style 116 Cv,6000,201105.0,136000,1,0,5,2.0,3.0,hyundai,ix35
Audi Q2 1.5 Benzina Automatica 150 Cv,19500,202107.0,70000,2,1,6,1.0,3.0,audi,q2
Fiat Panda 1.2 Benzina Lounge 69 Cv,5600,201607.0,168000,2,0,6,2.0,3.0,fiat,panda
Opel Grandland X 1.5 Diesel Ultimate 131 Cv,12000,202108.0,121000,1,0,6,2.0,3.0,opel,grandland x
Lancia Ypsilon 1.2 Gpl Ecochic Gold 69 Cv,6500,201804.0,155000,4,0,6,2.0,3.0,lancia,ypsilon
Hyundai I20 1.2 Benzina 84 Cv,3800,201308.0,99000,2,0,5,2.0,3.0,hyundai,i20
Fiat Panda 1.3 Diesel Lounge 75 Cv,4950,201304.0,136000,1,0,5,2.0,3.0,fiat,panda
Ford Fiesta 1.2 Benzina Titanium 82 Cv,2800,200908.0,180000,2,0,5,2.0,3.0,ford,fiesta
Fiat Doblo 1.6 Diesel Maxi 120 Cv,10000,201907.0,92000,1,0,6,1.0,3.0,fiat,doblo
Nissan Juke 1.5 Diesel Tekna 110 Cv,5700,201104.0,81000,1,0,5,2.0,3.0,nissan,juke
Renault Captur 1.5 Diesel 90 Cv,6800,201405.0,179000,1,0,5,2.0,3.0,renault,captur
Lancia Ypsilon 1.2 Benzina Platinum 69 Cv,5600,201512.0,175000,2,0,6,2.0,3.0,lancia,ypsilon
Ford Ecosport 1.5 Diesel Titanium 90 Cv,6500,201506.0,187000,1,0,5,2.0,3.0,ford,ecosport
HYUNDAI I10 1.0 MPI 65cv STYLE - 2017,7499,201707.0,148000,2,0,6,2.0,3.0,hyundai,i10
Opel Adam 1.4 GPL Tech Air 87 Cv,5000,201602.0,173000,2,0,6,2.0,3.0,opel,adam
Ford C-Max 1.6 Diesel Titanium 116 Cv,5400,201405.0,147000,1,0,5,2.0,3.0,ford,c-max
Lancia Ypsilon 1.2 Gpl Ecochic 69 Cv,5450,201504.0,132000,4,0,6,6.0,3.0,lancia,ypsilon
Audi A4 Cabriolet 2.0 Benzina Multitronic 200 Cv,3300,200606.0,230000,2,1,4,4.0,3.0,audi,a4
Nissan Qashqai 1.5 Diesel Tekna 106 Cv,3500,200808.0,190000,1,0,4,2.0,3.0,nissan,qashqai
Land Rover Discovery Sport Discovery Sport 2.0 TD4,15900,201805.0,124000,1,1,6,3.0,3.0,land rover,rover discovery sport
Fiat Doblo 1.6 Diesel Maxi 105 Cv,4300,201212.0,243000,1,0,5,1.0,3.0,fiat,doblo
